customer_id,cart_product,candidate_product,co_purchase_count,candidate_price,cart_price,customer_aov,total_orders,accepted,candidate_price_ratio
C290,P022,P003,0,299,4999,1300.69,7,0,0.0598119623924785
C156,P017,P016,44,6999,799,8356.44,10,1,8.759699624530663
C156,P017,P018,0,2999,799,8356.44,10,0,3.753441802252816
C156,P017,P005,0,59999,799,8356.44,10,0,75.09261576971214
C156,P017,P012,0,799,799,8356.44,10,0,1.0
C156,P016,P017,44,799,6999,8356.44,10,1,0.11415916559508502
C156,P016,P018,38,2999,6999,8356.44,10,0,0.42848978425489354
C156,P016,P002,0,499,6999,8356.44,10,0,0.07129589941420203
C156,P016,P028,0,1799,6999,8356.44,10,0,0.25703671953136165
C125,P005,P010,18,2999,59999,11552.43,11,1,0.04998416640277338
C125,P005,P006,18,999,59999,11552.43,11,0,0.016650277504625076
C125,P005,P015,0,1999,59999,11552.43,11,0,0.03331722195369923
C125,P005,P023,0,699,59999,11552.43,11,0,0.011650194169902832
C125,P010,P005,18,59999,2999,11552.43,11,1,20.006335445148384
C125,P010,P022,0,4999,2999,11552.43,11,0,1.6668889629876626
C125,P010,P018,0,2999,2999,11552.43,11,0,1.0
C125,P010,P013,0,399,2999,11552.43,11,0,0.13304434811603869
C075,P005,P007,18,1499,59999,3382.91,2,1,0.024983749729162154
C075,P005,P023,0,699,59999,3382.91,2,0,0.011650194169902832
C075,P005,P013,0,399,59999,3382.91,2,0,0.006650110835180586
C075,P005,P001,0,2999,59999,3382.91,2,0,0.04998416640277338
C075,P007,P005,18,59999,1499,3382.91,2,1,40.026017344896594
C075,P007,P010,0,2999,1499,3382.91,2,0,2.000667111407605
C075,P007,P004,0,2499,1499,3382.91,2,0,1.6671114076050702
C075,P007,P002,0,499,1499,3382.91,2,0,0.33288859239492996
C057,P024,P022,35,4999,999,3877.21,3,1,5.004004004004004
C057,P024,P023,0,699,999,3877.21,3,0,0.6996996996996997
C057,P024,P021,0,699,999,3877.21,3,0,0.6996996996996997
C057,P024,P007,0,1499,999,3877.21,3,0,1.5005005005005005
C057,P022,P024,35,999,4999,3877.21,3,1,0.1998399679935987
C057,P022,P015,0,1999,4999,3877.21,3,0,0.39987997599519903
C057,P022,P014,0,1499,4999,3877.21,3,0,0.2998599719943989
C057,P022,P017,0,799,4999,3877.21,3,0,0.15983196639327865
C302,P012,P011,27,29999,799,3205.57,2,1,37.545682102628284
C302,P012,P013,0,399,799,3205.57,2,0,0.49937421777221525
C302,P012,P024,0,999,799,3205.57,2,0,1.2503128911138923
C302,P012,P021,0,699,799,3205.57,2,0,0.8748435544430538
C302,P011,P012,27,799,29999,3205.57,2,1,0.02663422114070469
C302,P011,P017,0,799,29999,3205.57,2,0,0.02663422114070469
C302,P011,P027,0,2499,29999,3205.57,2,0,0.0833027767592253
C302,P011,P021,0,699,29999,3205.57,2,0,0.023300776692556417
C038,P030,P029,63,299,199,13799.69,6,1,1.5025125628140703
C038,P030,P028,0,1799,199,13799.69,6,0,9.040201005025125
C038,P030,P012,0,799,199,13799.69,6,0,4.015075376884422
C038,P030,P007,0,1499,199,13799.69,6,0,7.532663316582915
C038,P029,P030,63,199,299,13799.69,6,1,0.6655518394648829
C038,P029,P021,0,699,299,13799.69,6,0,2.3377926421404682
C038,P029,P017,0,799,299,13799.69,6,0,2.6722408026755855
C038,P029,P011,0,29999,299,13799.69,6,0,100.33110367892976
C416,P005,P010,18,2999,59999,5643.69,7,1,0.04998416640277338
C416,P005,P020,0,1299,59999,5643.69,7,0,0.02165036083934732
C416,P005,P012,0,799,59999,5643.69,7,0,0.013316888614810247
C416,P005,P015,0,1999,59999,5643.69,7,0,0.03331722195369923
C416,P010,P005,18,59999,2999,5643.69,7,1,20.006335445148384
C416,P010,P022,0,4999,2999,5643.69,7,0,1.6668889629876626
C416,P010,P017,0,799,2999,5643.69,7,0,0.2664221407135712
C416,P010,P015,0,1999,2999,5643.69,7,0,0.6665555185061687
C288,P011,P014,20,1499,29999,1470.04,5,1,0.04996833227774259
C288,P011,P017,0,799,29999,1470.04,5,0,0.02663422114070469
C288,P011,P006,0,999,29999,1470.04,5,0,0.03330111003700123
C288,P011,P008,0,1999,29999,1470.04,5,0,0.06663555451848395
C288,P014,P011,20,29999,1499,1470.04,5,1,20.012675116744497
C288,P014,P022,0,4999,1499,1470.04,5,0,3.334889926617745
C288,P014,P017,0,799,1499,1470.04,5,0,0.5330220146764509
C288,P014,P029,0,299,1499,1470.04,5,0,0.19946631087391595
C054,P019,P021,45,699,4999,16577.49,5,1,0.13982796559311864
C054,P019,P009,0,3499,4999,16577.49,5,0,0.6999399879975995
C054,P019,P015,0,1999,4999,16577.49,5,0,0.39987997599519903
C054,P019,P025,0,1999,4999,16577.49,5,0,0.39987997599519903
C054,P021,P019,45,4999,699,16577.49,5,1,7.1516452074391985
C054,P021,P024,0,999,699,16577.49,5,0,1.4291845493562232
C054,P021,P001,0,2999,699,16577.49,5,0,4.290414878397711
C054,P021,P014,0,1499,699,16577.49,5,0,2.144492131616595
C290,P023,P022,54,4999,699,1300.69,7,1,7.1516452074391985
C290,P023,P017,0,799,699,1300.69,7,0,1.1430615164520743
C290,P023,P012,0,799,699,1300.69,7,0,1.1430615164520743
C290,P023,P029,0,299,699,1300.69,7,0,0.42775393419170243
C290,P022,P023,54,699,4999,1300.69,7,1,0.13982796559311864
C290,P022,P004,0,2499,4999,1300.69,7,0,0.4998999799959992
C290,P022,P012,0,799,4999,1300.69,7,0,0.15983196639327865
C290,P022,P025,0,1999,4999,1300.69,7,0,0.39987997599519903
C081,P025,P026,35,799,1999,11784.98,5,1,0.3996998499249625
C081,P025,P006,0,999,1999,11784.98,5,0,0.49974987493746875
C081,P025,P019,0,4999,1999,11784.98,5,0,2.500750375187594
C081,P025,P007,0,1499,1999,11784.98,5,0,0.7498749374687343
C081,P026,P025,35,1999,799,11784.98,5,1,2.5018773466833544
C081,P026,P022,0,4999,799,11784.98,5,0,6.256570713391739
C081,P026,P019,0,4999,799,11784.98,5,0,6.256570713391739
C081,P026,P029,0,299,799,11784.98,5,0,0.3742177722152691
C427,P023,P022,54,4999,699,11349.73,13,1,7.1516452074391985
C427,P023,P005,0,59999,699,11349.73,13,0,85.83547925608012
C427,P023,P002,0,499,699,11349.73,13,0,0.7138769670958512
C427,P023,P008,0,1999,699,11349.73,13,0,2.859799713876967
C427,P022,P023,54,699,4999,11349.73,13,1,0.13982796559311864
C427,P022,P016,0,6999,4999,11349.73,13,0,1.4000800160032005
C427,P022,P021,0,699,4999,11349.73,13,0,0.13982796559311864
C427,P022,P017,0,799,4999,11349.73,13,0,0.15983196639327865
C208,P004,P001,20,2999,2499,2837.69,7,1,1.200080032012805
C208,P004,P030,0,199,2499,2837.69,7,0,0.07963185274109644
C208,P004,P027,0,2499,2499,2837.69,7,0,1.0
C208,P004,P023,0,699,2499,2837.69,7,0,0.2797118847539016
C208,P001,P004,20,2499,2999,2837.69,7,1,0.8332777592530843
C208,P001,P019,0,4999,2999,2837.69,7,0,1.6668889629876626
C208,P001,P020,0,1299,2999,2837.69,7,0,0.43314438146048684
C208,P001,P015,0,1999,2999,2837.69,7,0,0.6665555185061687
C382,P013,P011,20,29999,399,3434.83,7,1,75.18546365914787
C382,P013,P016,0,6999,399,3434.83,7,0,17.541353383458645
C382,P013,P006,0,999,399,3434.83,7,0,2.5037593984962405
C382,P013,P019,0,4999,399,3434.83,7,0,12.528822055137844
C382,P011,P013,20,399,29999,3434.83,7,1,0.013300443348111604
C382,P011,P025,0,1999,29999,3434.83,7,0,0.06663555451848395
C382,P011,P030,0,199,29999,3434.83,7,0,0.006633554451815061
C382,P011,P028,0,1799,29999,3434.83,7,0,0.0599686656221874
C418,P005,P008,15,1999,59999,2748.59,8,1,0.03331722195369923
C418,P005,P020,0,1299,59999,2748.59,8,0,0.02165036083934732
C418,P005,P014,0,1499,59999,2748.59,8,0,0.024983749729162154
C418,P005,P030,0,199,59999,2748.59,8,0,0.003316721945365756
C418,P008,P005,15,59999,1999,2748.59,8,1,30.014507253626814
C418,P008,P019,0,4999,1999,2748.59,8,0,2.500750375187594
C418,P008,P027,0,2499,1999,2748.59,8,0,1.2501250625312657
C418,P008,P012,0,799,1999,2748.59,8,0,0.3996998499249625
C079,P025,P027,54,2499,1999,17540.94,10,1,1.2501250625312657
C079,P025,P024,0,999,1999,17540.94,10,0,0.49974987493746875
C079,P025,P007,0,1499,1999,17540.94,10,0,0.7498749374687343
C079,P025,P012,0,799,1999,17540.94,10,0,0.3996998499249625
C079,P027,P025,54,1999,2499,17540.94,10,1,0.7999199679871949
C079,P027,P017,0,799,2499,17540.94,10,0,0.3197278911564626
C079,P027,P022,0,4999,2499,17540.94,10,0,2.0004001600640255
C079,P027,P011,0,29999,2499,17540.94,10,0,12.004401760704281
C320,P015,P011,26,29999,1999,4327.42,9,1,15.007003501750875
C320,P015,P023,0,699,1999,4327.42,9,0,0.34967483741870936
C320,P015,P006,0,999,1999,4327.42,9,0,0.49974987493746875
C320,P015,P013,0,399,1999,4327.42,9,0,0.19959979989994997
C320,P011,P015,26,1999,29999,4327.42,9,1,0.06663555451848395
C320,P011,P017,0,799,29999,4327.42,9,0,0.02663422114070469
C320,P011,P025,0,1999,29999,4327.42,9,0,0.06663555451848395
C320,P011,P012,27,799,29999,4327.42,9,0,0.02663422114070469
C310,P017,P016,44,6999,799,1471.42,6,1,8.759699624530663
C310,P017,P012,0,799,799,1471.42,6,0,1.0
C310,P017,P020,0,1299,799,1471.42,6,0,1.625782227784731
C310,P017,P024,0,999,799,1471.42,6,0,1.2503128911138923
C310,P016,P017,44,799,6999,1471.42,6,1,0.11415916559508502
C310,P016,P001,0,2999,6999,1471.42,6,0,0.42848978425489354
C310,P016,P021,0,699,6999,1471.42,6,0,0.09987141020145734
C310,P016,P004,0,2499,6999,1471.42,6,0,0.35705100728675526
C448,P005,P007,18,1499,59999,1165.48,11,1,0.024983749729162154
C448,P005,P011,0,29999,59999,1165.48,11,0,0.49999166652777544
C448,P005,P022,0,4999,59999,1165.48,11,0,0.08331805530092168
C448,P005,P001,0,2999,59999,1165.48,11,0,0.04998416640277338
C448,P007,P005,18,59999,1499,1165.48,11,1,40.026017344896594
C448,P007,P023,0,699,1499,1165.48,11,0,0.46631087391594395
C448,P007,P017,0,799,1499,1165.48,11,0,0.5330220146764509
C448,P007,P008,0,1999,1499,1165.48,11,0,1.333555703802535
C486,P025,P026,35,799,1999,3656.02,4,1,0.3996998499249625
C486,P025,P027,54,2499,1999,3656.02,4,0,1.2501250625312657
C486,P025,P010,0,2999,1999,3656.02,4,0,1.5002501250625313
C486,P025,P014,0,1499,1999,3656.02,4,0,0.7498749374687343
C486,P026,P025,35,1999,799,3656.02,4,1,2.5018773466833544
C486,P026,P014,0,1499,799,3656.02,4,0,1.8760951188986232
C486,P026,P015,0,1999,799,3656.02,4,0,2.5018773466833544
C486,P026,P005,0,59999,799,3656.02,4,0,75.09261576971214
C339,P015,P011,26,29999,1999,6885.91,8,1,15.007003501750875
C339,P015,P019,0,4999,1999,6885.91,8,0,2.500750375187594
C339,P015,P024,0,999,1999,6885.91,8,0,0.49974987493746875
C339,P015,P014,0,1499,1999,6885.91,8,0,0.7498749374687343
C339,P011,P015,26,1999,29999,6885.91,8,1,0.06663555451848395
C339,P011,P029,0,299,29999,6885.91,8,0,0.009966998899963333
C339,P011,P020,0,1299,29999,6885.91,8,0,0.04330144338144605
C339,P011,P027,0,2499,29999,6885.91,8,0,0.0833027767592253
C146,P025,P026,35,799,1999,4689.86,5,1,0.3996998499249625
C146,P025,P007,0,1499,1999,4689.86,5,0,0.7498749374687343
C146,P025,P030,0,199,1999,4689.86,5,0,0.09954977488744372
C146,P025,P015,0,1999,1999,4689.86,5,0,1.0
C146,P026,P025,35,1999,799,4689.86,5,1,2.5018773466833544
C146,P026,P006,0,999,799,4689.86,5,0,1.2503128911138923
C146,P026,P005,0,59999,799,4689.86,5,0,75.09261576971214
C146,P026,P021,0,699,799,4689.86,5,0,0.8748435544430538
C043,P025,P026,35,799,1999,16832.46,6,1,0.3996998499249625
C043,P025,P021,0,699,1999,16832.46,6,0,0.34967483741870936
C043,P025,P003,0,299,1999,16832.46,6,0,0.14957478739369684
C043,P025,P027,54,2499,1999,16832.46,6,0,1.2501250625312657
C043,P026,P025,35,1999,799,16832.46,6,1,2.5018773466833544
C043,P026,P015,0,1999,799,16832.46,6,0,2.5018773466833544
C043,P026,P027,0,2499,799,16832.46,6,0,3.127659574468085
C043,P026,P008,0,1999,799,16832.46,6,0,2.5018773466833544
C477,P004,P001,20,2999,2499,3045.96,5,1,1.200080032012805
C477,P004,P008,0,1999,2499,3045.96,5,0,0.7999199679871949
C477,P004,P027,0,2499,2499,3045.96,5,0,1.0
C477,P004,P024,0,999,2499,3045.96,5,0,0.3997599039615846
C477,P001,P004,20,2499,2999,3045.96,5,1,0.8332777592530843
C477,P001,P022,0,4999,2999,3045.96,5,0,1.6668889629876626
C477,P001,P019,0,4999,2999,3045.96,5,0,1.6668889629876626
C477,P001,P005,0,59999,2999,3045.96,5,0,20.006335445148384
C333,P011,P014,20,1499,29999,3970.57,8,1,0.04996833227774259
C333,P011,P021,0,699,29999,3970.57,8,0,0.023300776692556417
C333,P011,P029,0,299,29999,3970.57,8,0,0.009966998899963333
C333,P011,P010,0,2999,29999,3970.57,8,0,0.09996999899996667
C333,P014,P011,20,29999,1499,3970.57,8,1,20.012675116744497
C333,P014,P001,0,2999,1499,3970.57,8,0,2.000667111407605
C333,P014,P009,0,3499,1499,3970.57,8,0,2.3342228152101403
C333,P014,P005,0,59999,1499,3970.57,8,0,40.026017344896594
C377,P025,P027,54,2499,1999,13189.89,9,1,1.2501250625312657
C377,P025,P022,0,4999,1999,13189.89,9,0,2.500750375187594
C377,P025,P013,0,399,1999,13189.89,9,0,0.19959979989994997
C377,P025,P011,0,29999,1999,13189.89,9,0,15.007003501750875
C377,P027,P025,54,1999,2499,13189.89,9,1,0.7999199679871949
C377,P027,P010,0,2999,2499,13189.89,9,0,1.200080032012805
C377,P027,P024,0,999,2499,13189.89,9,0,0.3997599039615846
C377,P027,P022,0,4999,2499,13189.89,9,0,2.0004001600640255
C280,P015,P011,26,29999,1999,1216.26,9,1,15.007003501750875
C280,P015,P022,0,4999,1999,1216.26,9,0,2.500750375187594
C280,P015,P010,0,2999,1999,1216.26,9,0,1.5002501250625313
C280,P015,P029,0,299,1999,1216.26,9,0,0.14957478739369684
C280,P011,P015,26,1999,29999,1216.26,9,1,0.06663555451848395
C280,P011,P006,0,999,29999,1216.26,9,0,0.03330111003700123
C280,P011,P021,0,699,29999,1216.26,9,0,0.023300776692556417
C280,P011,P007,0,1499,29999,1216.26,9,0,0.04996833227774259
C357,P017,P016,44,6999,799,17646.88,6,1,8.759699624530663
C357,P017,P029,0,299,799,17646.88,6,0,0.3742177722152691
C357,P017,P023,0,699,799,17646.88,6,0,0.8748435544430538
C357,P017,P012,0,799,799,17646.88,6,0,1.0
C357,P016,P017,44,799,6999,17646.88,6,1,0.11415916559508502
C357,P016,P029,0,299,6999,17646.88,6,0,0.04272038862694671
C357,P016,P021,0,699,6999,17646.88,6,0,0.09987141020145734
C357,P016,P018,38,2999,6999,17646.88,6,0,0.42848978425489354
C018,P005,P008,15,1999,59999,3331.75,10,1,0.03331722195369923
C018,P005,P015,0,1999,59999,3331.75,10,0,0.03331722195369923
C018,P005,P010,18,2999,59999,3331.75,10,0,0.04998416640277338
C018,P005,P022,0,4999,59999,3331.75,10,0,0.08331805530092168
C018,P008,P005,15,59999,1999,3331.75,10,1,30.014507253626814
C018,P008,P016,0,6999,1999,3331.75,10,0,3.5012506253126565
C018,P008,P019,0,4999,1999,3331.75,10,0,2.500750375187594
C018,P008,P007,0,1499,1999,3331.75,10,0,0.7498749374687343
C470,P017,P016,44,6999,799,1918.05,4,1,8.759699624530663
C470,P017,P026,0,799,799,1918.05,4,0,1.0
C470,P017,P019,0,4999,799,1918.05,4,0,6.256570713391739
C470,P017,P022,0,4999,799,1918.05,4,0,6.256570713391739
C470,P016,P017,44,799,6999,1918.05,4,1,0.11415916559508502
C470,P016,P026,0,799,6999,1918.05,4,0,0.11415916559508502
C470,P016,P022,0,4999,6999,1918.05,4,0,0.7142448921274468
C470,P016,P030,0,199,6999,1918.05,4,0,0.028432633233319047
C314,P030,P029,63,299,199,1824.9,3,1,1.5025125628140703
C314,P030,P008,0,1999,199,1824.9,3,0,10.045226130653266
C314,P030,P016,0,6999,199,1824.9,3,0,35.17085427135678
C314,P030,P010,0,2999,199,1824.9,3,0,15.07035175879397
C314,P029,P030,63,199,299,1824.9,3,1,0.6655518394648829
C314,P029,P003,0,299,299,1824.9,3,0,1.0
C314,P029,P020,0,1299,299,1824.9,3,0,4.344481605351171
C314,P029,P019,0,4999,299,1824.9,3,0,16.7190635451505
C422,P019,P021,45,699,4999,5500.57,5,1,0.13982796559311864
C422,P019,P006,0,999,4999,5500.57,5,0,0.1998399679935987
C422,P019,P003,0,299,4999,5500.57,5,0,0.0598119623924785
C422,P019,P007,0,1499,4999,5500.57,5,0,0.2998599719943989
C422,P021,P019,45,4999,699,5500.57,5,1,7.1516452074391985
C422,P021,P029,0,299,699,5500.57,5,0,0.42775393419170243
C422,P021,P016,0,6999,699,5500.57,5,0,10.012875536480687
C422,P021,P022,0,4999,699,5500.57,5,0,7.1516452074391985
C239,P023,P022,54,4999,699,1118.38,2,1,7.1516452074391985
C239,P023,P006,0,999,699,1118.38,2,0,1.4291845493562232
C239,P023,P013,0,399,699,1118.38,2,0,0.5708154506437768
C239,P023,P020,0,1299,699,1118.38,2,0,1.8583690987124464
C239,P022,P023,54,699,4999,1118.38,2,1,0.13982796559311864
C239,P022,P008,0,1999,4999,1118.38,2,0,0.39987997599519903
C239,P022,P018,0,2999,4999,1118.38,2,0,0.5999199839967994
C239,P022,P010,0,2999,4999,1118.38,2,0,0.5999199839967994
C266,P005,P008,15,1999,59999,11153.94,2,1,0.03331722195369923
C266,P005,P030,0,199,59999,11153.94,2,0,0.003316721945365756
C266,P005,P025,0,1999,59999,11153.94,2,0,0.03331722195369923
C266,P005,P028,0,1799,59999,11153.94,2,0,0.0299838330638844
C266,P008,P005,15,59999,1999,11153.94,2,1,30.014507253626814
C266,P008,P019,0,4999,1999,11153.94,2,0,2.500750375187594
C266,P008,P018,0,2999,1999,11153.94,2,0,1.5002501250625313
C266,P008,P020,0,1299,1999,11153.94,2,0,0.6498249124562281
C141,P005,P010,18,2999,59999,3550.84,7,1,0.04998416640277338
C141,P005,P016,0,6999,59999,3550.84,7,0,0.11665194419906999
C141,P005,P008,15,1999,59999,3550.84,7,0,0.03331722195369923
C141,P005,P024,0,999,59999,3550.84,7,0,0.016650277504625076
C141,P010,P005,18,59999,2999,3550.84,7,1,20.006335445148384
C141,P010,P001,0,2999,2999,3550.84,7,0,1.0
C141,P010,P027,0,2499,2999,3550.84,7,0,0.8332777592530843
C141,P010,P017,0,799,2999,3550.84,7,0,0.2664221407135712
C087,P019,P021,45,699,4999,2402.88,6,1,0.13982796559311864
C087,P019,P028,0,1799,4999,2402.88,6,0,0.359871974394879
C087,P019,P002,0,499,4999,2402.88,6,0,0.09981996399279856
C087,P019,P010,0,2999,4999,2402.88,6,0,0.5999199839967994
C087,P021,P019,45,4999,699,2402.88,6,1,7.1516452074391985
C087,P021,P030,0,199,699,2402.88,6,0,0.28469241773962806
C087,P021,P015,0,1999,699,2402.88,6,0,2.859799713876967
C087,P021,P022,0,4999,699,2402.88,6,0,7.1516452074391985
C111,P019,P021,45,699,4999,1307.95,7,1,0.13982796559311864
C111,P019,P011,0,29999,4999,1307.95,7,0,6.001000200040008
C111,P019,P020,38,1299,4999,1307.95,7,0,0.2598519703940788
C111,P019,P024,0,999,4999,1307.95,7,0,0.1998399679935987
C111,P021,P019,45,4999,699,1307.95,7,1,7.1516452074391985
C111,P021,P002,0,499,699,1307.95,7,0,0.7138769670958512
C111,P021,P029,0,299,699,1307.95,7,0,0.42775393419170243
C111,P021,P004,0,2499,699,1307.95,7,0,3.575107296137339
C231,P025,P026,35,799,1999,1936.11,5,1,0.3996998499249625
C231,P025,P002,0,499,1999,1936.11,5,0,0.2496248124062031
C231,P025,P028,0,1799,1999,1936.11,5,0,0.8999499749874937
C231,P025,P005,0,59999,1999,1936.11,5,0,30.014507253626814
C231,P026,P025,35,1999,799,1936.11,5,1,2.5018773466833544
C231,P026,P030,0,199,799,1936.11,5,0,0.2490613266583229
C231,P026,P002,0,499,799,1936.11,5,0,0.6245306633291614
C231,P026,P006,0,999,799,1936.11,5,0,1.2503128911138923
C072,P015,P011,26,29999,1999,4901.86,6,1,15.007003501750875
C072,P015,P006,0,999,1999,4901.86,6,0,0.49974987493746875
C072,P015,P012,0,799,1999,4901.86,6,0,0.3996998499249625
C072,P015,P030,0,199,1999,4901.86,6,0,0.09954977488744372
C072,P011,P015,26,1999,29999,4901.86,6,1,0.06663555451848395
C072,P011,P001,0,2999,29999,4901.86,6,0,0.09996999899996667
C072,P011,P012,27,799,29999,4901.86,6,0,0.02663422114070469
C072,P011,P013,20,399,29999,4901.86,6,0,0.013300443348111604
C189,P015,P011,26,29999,1999,925.13,9,1,15.007003501750875
C189,P015,P003,0,299,1999,925.13,9,0,0.14957478739369684
C189,P015,P017,0,799,1999,925.13,9,0,0.3996998499249625
C189,P015,P020,0,1299,1999,925.13,9,0,0.6498249124562281
C189,P011,P015,26,1999,29999,925.13,9,1,0.06663555451848395
C189,P011,P014,20,1499,29999,925.13,9,0,0.04996833227774259
C189,P011,P029,0,299,29999,925.13,9,0,0.009966998899963333
C189,P011,P021,0,699,29999,925.13,9,0,0.023300776692556417
C098,P002,P001,24,2999,499,1570.38,5,1,6.01002004008016
C098,P002,P015,0,1999,499,1570.38,5,0,4.006012024048096
C098,P002,P008,0,1999,499,1570.38,5,0,4.006012024048096
C098,P002,P024,0,999,499,1570.38,5,0,2.002004008016032
C098,P001,P002,24,499,2999,1570.38,5,1,0.1663887962654218
C098,P001,P005,0,59999,2999,1570.38,5,0,20.006335445148384
C098,P001,P030,0,199,2999,1570.38,5,0,0.06635545181727243
C098,P001,P026,0,799,2999,1570.38,5,0,0.2664221407135712
C489,P025,P027,54,2499,1999,11828.73,13,1,1.2501250625312657
C489,P025,P004,0,2499,1999,11828.73,13,0,1.2501250625312657
C489,P025,P017,0,799,1999,11828.73,13,0,0.3996998499249625
C489,P025,P001,0,2999,1999,11828.73,13,0,1.5002501250625313
C489,P027,P025,54,1999,2499,11828.73,13,1,0.7999199679871949
C489,P027,P026,0,799,2499,11828.73,13,0,0.3197278911564626
C489,P027,P012,0,799,2499,11828.73,13,0,0.3197278911564626
C489,P027,P024,0,999,2499,11828.73,13,0,0.3997599039615846
C343,P030,P029,63,299,199,947.56,8,1,1.5025125628140703
C343,P030,P007,0,1499,199,947.56,8,0,7.532663316582915
C343,P030,P008,0,1999,199,947.56,8,0,10.045226130653266
C343,P030,P026,0,799,199,947.56,8,0,4.015075376884422
C343,P029,P030,63,199,299,947.56,8,1,0.6655518394648829
C343,P029,P023,0,699,299,947.56,8,0,2.3377926421404682
C343,P029,P013,0,399,299,947.56,8,0,1.334448160535117
C343,P029,P024,0,999,299,947.56,8,0,3.3411371237458196
C052,P023,P022,54,4999,699,1957.09,7,1,7.1516452074391985
C052,P023,P003,0,299,699,1957.09,7,0,0.42775393419170243
C052,P023,P007,0,1499,699,1957.09,7,0,2.144492131616595
C052,P023,P015,0,1999,699,1957.09,7,0,2.859799713876967
C052,P022,P023,54,699,4999,1957.09,7,1,0.13982796559311864
C052,P022,P021,0,699,4999,1957.09,7,0,0.13982796559311864
C052,P022,P029,0,299,4999,1957.09,7,0,0.0598119623924785
C052,P022,P008,0,1999,4999,1957.09,7,0,0.39987997599519903
C153,P019,P021,45,699,4999,1640.76,7,1,0.13982796559311864
C153,P019,P016,0,6999,4999,1640.76,7,0,1.4000800160032005
C153,P019,P029,0,299,4999,1640.76,7,0,0.0598119623924785
C153,P019,P020,38,1299,4999,1640.76,7,0,0.2598519703940788
C153,P021,P019,45,4999,699,1640.76,7,1,7.1516452074391985
C153,P021,P007,0,1499,699,1640.76,7,0,2.144492131616595
C153,P021,P020,0,1299,699,1640.76,7,0,1.8583690987124464
C153,P021,P011,0,29999,699,1640.76,7,0,42.9170243204578
C346,P025,P027,54,2499,1999,3820.49,5,1,1.2501250625312657
C346,P025,P030,0,199,1999,3820.49,5,0,0.09954977488744372
C346,P025,P014,0,1499,1999,3820.49,5,0,0.7498749374687343
C346,P025,P019,0,4999,1999,3820.49,5,0,2.500750375187594
C346,P027,P025,54,1999,2499,3820.49,5,1,0.7999199679871949
C346,P027,P015,0,1999,2499,3820.49,5,0,0.7999199679871949
C346,P027,P001,0,2999,2499,3820.49,5,0,1.200080032012805
C346,P027,P011,0,29999,2499,3820.49,5,0,12.004401760704281
C113,P005,P010,18,2999,59999,1376.89,1,1,0.04998416640277338
